DSC,simulate,simulate.sfix,simulate.se:output,simulate.rho,simulate.pve,simulate.output.file,simulate.dims,fit,fit.output.file,fit.DSC_TIME:output,mse.err:output,coef_mse.err:output
1,equicorrgauss,1,equicorrgauss/equicorrgauss_1,0.6,0.8,equicorrgauss/equicorrgauss_1,"(50,200)",susie,susie/equicorrgauss_1_susie_1,susie/equicorrgauss_1_susie_1,mse/equicorrgauss_1_susie_1_predict_linear_1_mse_1,NA
1,equicorrgauss,2,equicorrgauss/equicorrgauss_2,0.6,0.8,equicorrgauss/equicorrgauss_2,"(50,200)",susie,susie/equicorrgauss_2_susie_1,susie/equicorrgauss_2_susie_1,mse/equicorrgauss_2_susie_1_predict_linear_1_mse_1,NA
1,equicorrgauss,5,equicorrgauss/equicorrgauss_3,0.6,0.8,equicorrgauss/equicorrgauss_3,"(50,200)",susie,susie/equicorrgauss_3_susie_1,susie/equicorrgauss_3_susie_1,mse/equicorrgauss_3_susie_1_predict_linear_1_mse_1,NA
1,equicorrgauss,10,equicorrgauss/equicorrgauss_4,0.6,0.8,equicorrgauss/equicorrgauss_4,"(50,200)",susie,susie/equicorrgauss_4_susie_1,susie/equicorrgauss_4_susie_1,mse/equicorrgauss_4_susie_1_predict_linear_1_mse_1,NA
2,equicorrgauss,1,equicorrgauss/equicorrgauss_5,0.6,0.8,equicorrgauss/equicorrgauss_5,"(50,200)",susie,susie/equicorrgauss_5_susie_1,susie/equicorrgauss_5_susie_1,mse/equicorrgauss_5_susie_1_predict_linear_1_mse_1,NA
2,equicorrgauss,2,equicorrgauss/equicorrgauss_6,0.6,0.8,equicorrgauss/equicorrgauss_6,"(50,200)",susie,susie/equicorrgauss_6_susie_1,susie/equicorrgauss_6_susie_1,mse/equicorrgauss_6_susie_1_predict_linear_1_mse_1,NA
2,equicorrgauss,5,equicorrgauss/equicorrgauss_7,0.6,0.8,equicorrgauss/equicorrgauss_7,"(50,200)",susie,susie/equicorrgauss_7_susie_1,susie/equicorrgauss_7_susie_1,mse/equicorrgauss_7_susie_1_predict_linear_1_mse_1,NA
2,equicorrgauss,10,equicorrgauss/equicorrgauss_8,0.6,0.8,equicorrgauss/equicorrgauss_8,"(50,200)",susie,susie/equicorrgauss_8_susie_1,susie/equicorrgauss_8_susie_1,mse/equicorrgauss_8_susie_1_predict_linear_1_mse_1,NA
1,equicorrgauss,1,equicorrgauss/equicorrgauss_1,0.6,0.8,equicorrgauss/equicorrgauss_1,"(50,200)",susie,susie/equicorrgauss_1_susie_1,susie/equicorrgauss_1_susie_1,NA,coef_mse/equicorrgauss_1_susie_1_coef_mse_1
1,equicorrgauss,2,equicorrgauss/equicorrgauss_2,0.6,0.8,equicorrgauss/equicorrgauss_2,"(50,200)",susie,susie/equicorrgauss_2_susie_1,susie/equicorrgauss_2_susie_1,NA,coef_mse/equicorrgauss_2_susie_1_coef_mse_1
1,equicorrgauss,5,equicorrgauss/equicorrgauss_3,0.6,0.8,equicorrgauss/equicorrgauss_3,"(50,200)",susie,susie/equicorrgauss_3_susie_1,susie/equicorrgauss_3_susie_1,NA,coef_mse/equicorrgauss_3_susie_1_coef_mse_1
1,equicorrgauss,10,equicorrgauss/equicorrgauss_4,0.6,0.8,equicorrgauss/equicorrgauss_4,"(50,200)",susie,susie/equicorrgauss_4_susie_1,susie/equicorrgauss_4_susie_1,NA,coef_mse/equicorrgauss_4_susie_1_coef_mse_1
2,equicorrgauss,1,equicorrgauss/equicorrgauss_5,0.6,0.8,equicorrgauss/equicorrgauss_5,"(50,200)",susie,susie/equicorrgauss_5_susie_1,susie/equicorrgauss_5_susie_1,NA,coef_mse/equicorrgauss_5_susie_1_coef_mse_1
2,equicorrgauss,2,equicorrgauss/equicorrgauss_6,0.6,0.8,equicorrgauss/equicorrgauss_6,"(50,200)",susie,susie/equicorrgauss_6_susie_1,susie/equicorrgauss_6_susie_1,NA,coef_mse/equicorrgauss_6_susie_1_coef_mse_1
2,equicorrgauss,5,equicorrgauss/equicorrgauss_7,0.6,0.8,equicorrgauss/equicorrgauss_7,"(50,200)",susie,susie/equicorrgauss_7_susie_1,susie/equicorrgauss_7_susie_1,NA,coef_mse/equicorrgauss_7_susie_1_coef_mse_1
2,equicorrgauss,10,equicorrgauss/equicorrgauss_8,0.6,0.8,equicorrgauss/equicorrgauss_8,"(50,200)",susie,susie/equicorrgauss_8_susie_1,susie/equicorrgauss_8_susie_1,NA,coef_mse/equicorrgauss_8_susie_1_coef_mse_1
1,equicorrgauss,1,equicorrgauss/equicorrgauss_1,0.6,0.8,equicorrgauss/equicorrgauss_1,"(50,200)",varbvs,varbvs/equicorrgauss_1_varbvs_1,varbvs/equicorrgauss_1_varbvs_1,mse/equicorrgauss_1_varbvs_1_predict_linear_1_mse_1,NA
1,equicorrgauss,2,equicorrgauss/equicorrgauss_2,0.6,0.8,equicorrgauss/equicorrgauss_2,"(50,200)",varbvs,varbvs/equicorrgauss_2_varbvs_1,varbvs/equicorrgauss_2_varbvs_1,mse/equicorrgauss_2_varbvs_1_predict_linear_1_mse_1,NA
1,equicorrgauss,5,equicorrgauss/equicorrgauss_3,0.6,0.8,equicorrgauss/equicorrgauss_3,"(50,200)",varbvs,varbvs/equicorrgauss_3_varbvs_1,varbvs/equicorrgauss_3_varbvs_1,mse/equicorrgauss_3_varbvs_1_predict_linear_1_mse_1,NA
1,equicorrgauss,10,equicorrgauss/equicorrgauss_4,0.6,0.8,equicorrgauss/equicorrgauss_4,"(50,200)",varbvs,varbvs/equicorrgauss_4_varbvs_1,varbvs/equicorrgauss_4_varbvs_1,mse/equicorrgauss_4_varbvs_1_predict_linear_1_mse_1,NA
2,equicorrgauss,1,equicorrgauss/equicorrgauss_5,0.6,0.8,equicorrgauss/equicorrgauss_5,"(50,200)",varbvs,varbvs/equicorrgauss_5_varbvs_1,varbvs/equicorrgauss_5_varbvs_1,mse/equicorrgauss_5_varbvs_1_predict_linear_1_mse_1,NA
2,equicorrgauss,2,equicorrgauss/equicorrgauss_6,0.6,0.8,equicorrgauss/equicorrgauss_6,"(50,200)",varbvs,varbvs/equicorrgauss_6_varbvs_1,varbvs/equicorrgauss_6_varbvs_1,mse/equicorrgauss_6_varbvs_1_predict_linear_1_mse_1,NA
2,equicorrgauss,5,equicorrgauss/equicorrgauss_7,0.6,0.8,equicorrgauss/equicorrgauss_7,"(50,200)",varbvs,varbvs/equicorrgauss_7_varbvs_1,varbvs/equicorrgauss_7_varbvs_1,mse/equicorrgauss_7_varbvs_1_predict_linear_1_mse_1,NA
2,equicorrgauss,10,equicorrgauss/equicorrgauss_8,0.6,0.8,equicorrgauss/equicorrgauss_8,"(50,200)",varbvs,varbvs/equicorrgauss_8_varbvs_1,varbvs/equicorrgauss_8_varbvs_1,mse/equicorrgauss_8_varbvs_1_predict_linear_1_mse_1,NA
1,equicorrgauss,1,equicorrgauss/equicorrgauss_1,0.6,0.8,equicorrgauss/equicorrgauss_1,"(50,200)",varbvs,varbvs/equicorrgauss_1_varbvs_1,varbvs/equicorrgauss_1_varbvs_1,NA,coef_mse/equicorrgauss_1_varbvs_1_coef_mse_1
1,equicorrgauss,2,equicorrgauss/equicorrgauss_2,0.6,0.8,equicorrgauss/equicorrgauss_2,"(50,200)",varbvs,varbvs/equicorrgauss_2_varbvs_1,varbvs/equicorrgauss_2_varbvs_1,NA,coef_mse/equicorrgauss_2_varbvs_1_coef_mse_1
1,equicorrgauss,5,equicorrgauss/equicorrgauss_3,0.6,0.8,equicorrgauss/equicorrgauss_3,"(50,200)",varbvs,varbvs/equicorrgauss_3_varbvs_1,varbvs/equicorrgauss_3_varbvs_1,NA,coef_mse/equicorrgauss_3_varbvs_1_coef_mse_1
1,equicorrgauss,10,equicorrgauss/equicorrgauss_4,0.6,0.8,equicorrgauss/equicorrgauss_4,"(50,200)",varbvs,varbvs/equicorrgauss_4_varbvs_1,varbvs/equicorrgauss_4_varbvs_1,NA,coef_mse/equicorrgauss_4_varbvs_1_coef_mse_1
2,equicorrgauss,1,equicorrgauss/equicorrgauss_5,0.6,0.8,equicorrgauss/equicorrgauss_5,"(50,200)",varbvs,varbvs/equicorrgauss_5_varbvs_1,varbvs/equicorrgauss_5_varbvs_1,NA,coef_mse/equicorrgauss_5_varbvs_1_coef_mse_1
2,equicorrgauss,2,equicorrgauss/equicorrgauss_6,0.6,0.8,equicorrgauss/equicorrgauss_6,"(50,200)",varbvs,varbvs/equicorrgauss_6_varbvs_1,varbvs/equicorrgauss_6_varbvs_1,NA,coef_mse/equicorrgauss_6_varbvs_1_coef_mse_1
2,equicorrgauss,5,equicorrgauss/equicorrgauss_7,0.6,0.8,equicorrgauss/equicorrgauss_7,"(50,200)",varbvs,varbvs/equicorrgauss_7_varbvs_1,varbvs/equicorrgauss_7_varbvs_1,NA,coef_mse/equicorrgauss_7_varbvs_1_coef_mse_1
2,equicorrgauss,10,equicorrgauss/equicorrgauss_8,0.6,0.8,equicorrgauss/equicorrgauss_8,"(50,200)",varbvs,varbvs/equicorrgauss_8_varbvs_1,varbvs/equicorrgauss_8_varbvs_1,NA,coef_mse/equicorrgauss_8_varbvs_1_coef_mse_1
1,equicorrgauss,1,equicorrgauss/equicorrgauss_1,0.6,0.8,equicorrgauss/equicorrgauss_1,"(50,200)",varbvsmix,varbvsmix/equicorrgauss_1_varbvsmix_1,varbvsmix/equicorrgauss_1_varbvsmix_1,mse/equicorrgauss_1_varbvsmix_1_predict_linear_1_mse_1,NA
1,equicorrgauss,2,equicorrgauss/equicorrgauss_2,0.6,0.8,equicorrgauss/equicorrgauss_2,"(50,200)",varbvsmix,varbvsmix/equicorrgauss_2_varbvsmix_1,varbvsmix/equicorrgauss_2_varbvsmix_1,mse/equicorrgauss_2_varbvsmix_1_predict_linear_1_mse_1,NA
1,equicorrgauss,5,equicorrgauss/equicorrgauss_3,0.6,0.8,equicorrgauss/equicorrgauss_3,"(50,200)",varbvsmix,varbvsmix/equicorrgauss_3_varbvsmix_1,varbvsmix/equicorrgauss_3_varbvsmix_1,mse/equicorrgauss_3_varbvsmix_1_predict_linear_1_mse_1,NA
1,equicorrgauss,10,equicorrgauss/equicorrgauss_4,0.6,0.8,equicorrgauss/equicorrgauss_4,"(50,200)",varbvsmix,varbvsmix/equicorrgauss_4_varbvsmix_1,varbvsmix/equicorrgauss_4_varbvsmix_1,mse/equicorrgauss_4_varbvsmix_1_predict_linear_1_mse_1,NA
2,equicorrgauss,1,equicorrgauss/equicorrgauss_5,0.6,0.8,equicorrgauss/equicorrgauss_5,"(50,200)",varbvsmix,varbvsmix/equicorrgauss_5_varbvsmix_1,varbvsmix/equicorrgauss_5_varbvsmix_1,mse/equicorrgauss_5_varbvsmix_1_predict_linear_1_mse_1,NA
2,equicorrgauss,2,equicorrgauss/equicorrgauss_6,0.6,0.8,equicorrgauss/equicorrgauss_6,"(50,200)",varbvsmix,varbvsmix/equicorrgauss_6_varbvsmix_1,varbvsmix/equicorrgauss_6_varbvsmix_1,mse/equicorrgauss_6_varbvsmix_1_predict_linear_1_mse_1,NA
2,equicorrgauss,5,equicorrgauss/equicorrgauss_7,0.6,0.8,equicorrgauss/equicorrgauss_7,"(50,200)",varbvsmix,varbvsmix/equicorrgauss_7_varbvsmix_1,varbvsmix/equicorrgauss_7_varbvsmix_1,mse/equicorrgauss_7_varbvsmix_1_predict_linear_1_mse_1,NA
2,equicorrgauss,10,equicorrgauss/equicorrgauss_8,0.6,0.8,equicorrgauss/equicorrgauss_8,"(50,200)",varbvsmix,varbvsmix/equicorrgauss_8_varbvsmix_1,varbvsmix/equicorrgauss_8_varbvsmix_1,mse/equicorrgauss_8_varbvsmix_1_predict_linear_1_mse_1,NA
1,equicorrgauss,1,equicorrgauss/equicorrgauss_1,0.6,0.8,equicorrgauss/equicorrgauss_1,"(50,200)",varbvsmix,varbvsmix/equicorrgauss_1_varbvsmix_1,varbvsmix/equicorrgauss_1_varbvsmix_1,NA,coef_mse/equicorrgauss_1_varbvsmix_1_coef_mse_1
1,equicorrgauss,2,equicorrgauss/equicorrgauss_2,0.6,0.8,equicorrgauss/equicorrgauss_2,"(50,200)",varbvsmix,varbvsmix/equicorrgauss_2_varbvsmix_1,varbvsmix/equicorrgauss_2_varbvsmix_1,NA,coef_mse/equicorrgauss_2_varbvsmix_1_coef_mse_1
1,equicorrgauss,5,equicorrgauss/equicorrgauss_3,0.6,0.8,equicorrgauss/equicorrgauss_3,"(50,200)",varbvsmix,varbvsmix/equicorrgauss_3_varbvsmix_1,varbvsmix/equicorrgauss_3_varbvsmix_1,NA,coef_mse/equicorrgauss_3_varbvsmix_1_coef_mse_1
1,equicorrgauss,10,equicorrgauss/equicorrgauss_4,0.6,0.8,equicorrgauss/equicorrgauss_4,"(50,200)",varbvsmix,varbvsmix/equicorrgauss_4_varbvsmix_1,varbvsmix/equicorrgauss_4_varbvsmix_1,NA,coef_mse/equicorrgauss_4_varbvsmix_1_coef_mse_1
2,equicorrgauss,1,equicorrgauss/equicorrgauss_5,0.6,0.8,equicorrgauss/equicorrgauss_5,"(50,200)",varbvsmix,varbvsmix/equicorrgauss_5_varbvsmix_1,varbvsmix/equicorrgauss_5_varbvsmix_1,NA,coef_mse/equicorrgauss_5_varbvsmix_1_coef_mse_1
2,equicorrgauss,2,equicorrgauss/equicorrgauss_6,0.6,0.8,equicorrgauss/equicorrgauss_6,"(50,200)",varbvsmix,varbvsmix/equicorrgauss_6_varbvsmix_1,varbvsmix/equicorrgauss_6_varbvsmix_1,NA,coef_mse/equicorrgauss_6_varbvsmix_1_coef_mse_1
2,equicorrgauss,5,equicorrgauss/equicorrgauss_7,0.6,0.8,equicorrgauss/equicorrgauss_7,"(50,200)",varbvsmix,varbvsmix/equicorrgauss_7_varbvsmix_1,varbvsmix/equicorrgauss_7_varbvsmix_1,NA,coef_mse/equicorrgauss_7_varbvsmix_1_coef_mse_1
2,equicorrgauss,10,equicorrgauss/equicorrgauss_8,0.6,0.8,equicorrgauss/equicorrgauss_8,"(50,200)",varbvsmix,varbvsmix/equicorrgauss_8_varbvsmix_1,varbvsmix/equicorrgauss_8_varbvsmix_1,NA,coef_mse/equicorrgauss_8_varbvsmix_1_coef_mse_1
1,equicorrgauss,1,equicorrgauss/equicorrgauss_1,0.6,0.8,equicorrgauss/equicorrgauss_1,"(50,200)",blasso,blasso/equicorrgauss_1_blasso_1,blasso/equicorrgauss_1_blasso_1,mse/equicorrgauss_1_blasso_1_predict_linear_1_mse_1,NA
1,equicorrgauss,2,equicorrgauss/equicorrgauss_2,0.6,0.8,equicorrgauss/equicorrgauss_2,"(50,200)",blasso,blasso/equicorrgauss_2_blasso_1,blasso/equicorrgauss_2_blasso_1,mse/equicorrgauss_2_blasso_1_predict_linear_1_mse_1,NA
1,equicorrgauss,5,equicorrgauss/equicorrgauss_3,0.6,0.8,equicorrgauss/equicorrgauss_3,"(50,200)",blasso,blasso/equicorrgauss_3_blasso_1,blasso/equicorrgauss_3_blasso_1,mse/equicorrgauss_3_blasso_1_predict_linear_1_mse_1,NA
1,equicorrgauss,10,equicorrgauss/equicorrgauss_4,0.6,0.8,equicorrgauss/equicorrgauss_4,"(50,200)",blasso,blasso/equicorrgauss_4_blasso_1,blasso/equicorrgauss_4_blasso_1,mse/equicorrgauss_4_blasso_1_predict_linear_1_mse_1,NA
2,equicorrgauss,1,equicorrgauss/equicorrgauss_5,0.6,0.8,equicorrgauss/equicorrgauss_5,"(50,200)",blasso,blasso/equicorrgauss_5_blasso_1,blasso/equicorrgauss_5_blasso_1,mse/equicorrgauss_5_blasso_1_predict_linear_1_mse_1,NA
2,equicorrgauss,2,equicorrgauss/equicorrgauss_6,0.6,0.8,equicorrgauss/equicorrgauss_6,"(50,200)",blasso,blasso/equicorrgauss_6_blasso_1,blasso/equicorrgauss_6_blasso_1,mse/equicorrgauss_6_blasso_1_predict_linear_1_mse_1,NA
2,equicorrgauss,5,equicorrgauss/equicorrgauss_7,0.6,0.8,equicorrgauss/equicorrgauss_7,"(50,200)",blasso,blasso/equicorrgauss_7_blasso_1,blasso/equicorrgauss_7_blasso_1,mse/equicorrgauss_7_blasso_1_predict_linear_1_mse_1,NA
2,equicorrgauss,10,equicorrgauss/equicorrgauss_8,0.6,0.8,equicorrgauss/equicorrgauss_8,"(50,200)",blasso,blasso/equicorrgauss_8_blasso_1,blasso/equicorrgauss_8_blasso_1,mse/equicorrgauss_8_blasso_1_predict_linear_1_mse_1,NA
1,equicorrgauss,1,equicorrgauss/equicorrgauss_1,0.6,0.8,equicorrgauss/equicorrgauss_1,"(50,200)",blasso,blasso/equicorrgauss_1_blasso_1,blasso/equicorrgauss_1_blasso_1,NA,coef_mse/equicorrgauss_1_blasso_1_coef_mse_1
1,equicorrgauss,2,equicorrgauss/equicorrgauss_2,0.6,0.8,equicorrgauss/equicorrgauss_2,"(50,200)",blasso,blasso/equicorrgauss_2_blasso_1,blasso/equicorrgauss_2_blasso_1,NA,coef_mse/equicorrgauss_2_blasso_1_coef_mse_1
1,equicorrgauss,5,equicorrgauss/equicorrgauss_3,0.6,0.8,equicorrgauss/equicorrgauss_3,"(50,200)",blasso,blasso/equicorrgauss_3_blasso_1,blasso/equicorrgauss_3_blasso_1,NA,coef_mse/equicorrgauss_3_blasso_1_coef_mse_1
1,equicorrgauss,10,equicorrgauss/equicorrgauss_4,0.6,0.8,equicorrgauss/equicorrgauss_4,"(50,200)",blasso,blasso/equicorrgauss_4_blasso_1,blasso/equicorrgauss_4_blasso_1,NA,coef_mse/equicorrgauss_4_blasso_1_coef_mse_1
2,equicorrgauss,1,equicorrgauss/equicorrgauss_5,0.6,0.8,equicorrgauss/equicorrgauss_5,"(50,200)",blasso,blasso/equicorrgauss_5_blasso_1,blasso/equicorrgauss_5_blasso_1,NA,coef_mse/equicorrgauss_5_blasso_1_coef_mse_1
2,equicorrgauss,2,equicorrgauss/equicorrgauss_6,0.6,0.8,equicorrgauss/equicorrgauss_6,"(50,200)",blasso,blasso/equicorrgauss_6_blasso_1,blasso/equicorrgauss_6_blasso_1,NA,coef_mse/equicorrgauss_6_blasso_1_coef_mse_1
2,equicorrgauss,5,equicorrgauss/equicorrgauss_7,0.6,0.8,equicorrgauss/equicorrgauss_7,"(50,200)",blasso,blasso/equicorrgauss_7_blasso_1,blasso/equicorrgauss_7_blasso_1,NA,coef_mse/equicorrgauss_7_blasso_1_coef_mse_1
2,equicorrgauss,10,equicorrgauss/equicorrgauss_8,0.6,0.8,equicorrgauss/equicorrgauss_8,"(50,200)",blasso,blasso/equicorrgauss_8_blasso_1,blasso/equicorrgauss_8_blasso_1,NA,coef_mse/equicorrgauss_8_blasso_1_coef_mse_1
1,equicorrgauss,1,equicorrgauss/equicorrgauss_1,0.6,0.8,equicorrgauss/equicorrgauss_1,"(50,200)",bayesb,bayesb/equicorrgauss_1_bayesb_1,bayesb/equicorrgauss_1_bayesb_1,mse/equicorrgauss_1_bayesb_1_predict_linear_1_mse_1,NA
1,equicorrgauss,2,equicorrgauss/equicorrgauss_2,0.6,0.8,equicorrgauss/equicorrgauss_2,"(50,200)",bayesb,bayesb/equicorrgauss_2_bayesb_1,bayesb/equicorrgauss_2_bayesb_1,mse/equicorrgauss_2_bayesb_1_predict_linear_1_mse_1,NA
1,equicorrgauss,5,equicorrgauss/equicorrgauss_3,0.6,0.8,equicorrgauss/equicorrgauss_3,"(50,200)",bayesb,bayesb/equicorrgauss_3_bayesb_1,bayesb/equicorrgauss_3_bayesb_1,mse/equicorrgauss_3_bayesb_1_predict_linear_1_mse_1,NA
1,equicorrgauss,10,equicorrgauss/equicorrgauss_4,0.6,0.8,equicorrgauss/equicorrgauss_4,"(50,200)",bayesb,bayesb/equicorrgauss_4_bayesb_1,bayesb/equicorrgauss_4_bayesb_1,mse/equicorrgauss_4_bayesb_1_predict_linear_1_mse_1,NA
2,equicorrgauss,1,equicorrgauss/equicorrgauss_5,0.6,0.8,equicorrgauss/equicorrgauss_5,"(50,200)",bayesb,bayesb/equicorrgauss_5_bayesb_1,bayesb/equicorrgauss_5_bayesb_1,mse/equicorrgauss_5_bayesb_1_predict_linear_1_mse_1,NA
2,equicorrgauss,2,equicorrgauss/equicorrgauss_6,0.6,0.8,equicorrgauss/equicorrgauss_6,"(50,200)",bayesb,bayesb/equicorrgauss_6_bayesb_1,bayesb/equicorrgauss_6_bayesb_1,mse/equicorrgauss_6_bayesb_1_predict_linear_1_mse_1,NA
2,equicorrgauss,5,equicorrgauss/equicorrgauss_7,0.6,0.8,equicorrgauss/equicorrgauss_7,"(50,200)",bayesb,bayesb/equicorrgauss_7_bayesb_1,bayesb/equicorrgauss_7_bayesb_1,mse/equicorrgauss_7_bayesb_1_predict_linear_1_mse_1,NA
2,equicorrgauss,10,equicorrgauss/equicorrgauss_8,0.6,0.8,equicorrgauss/equicorrgauss_8,"(50,200)",bayesb,bayesb/equicorrgauss_8_bayesb_1,bayesb/equicorrgauss_8_bayesb_1,mse/equicorrgauss_8_bayesb_1_predict_linear_1_mse_1,NA
1,equicorrgauss,1,equicorrgauss/equicorrgauss_1,0.6,0.8,equicorrgauss/equicorrgauss_1,"(50,200)",bayesb,bayesb/equicorrgauss_1_bayesb_1,bayesb/equicorrgauss_1_bayesb_1,NA,coef_mse/equicorrgauss_1_bayesb_1_coef_mse_1
1,equicorrgauss,2,equicorrgauss/equicorrgauss_2,0.6,0.8,equicorrgauss/equicorrgauss_2,"(50,200)",bayesb,bayesb/equicorrgauss_2_bayesb_1,bayesb/equicorrgauss_2_bayesb_1,NA,coef_mse/equicorrgauss_2_bayesb_1_coef_mse_1
1,equicorrgauss,5,equicorrgauss/equicorrgauss_3,0.6,0.8,equicorrgauss/equicorrgauss_3,"(50,200)",bayesb,bayesb/equicorrgauss_3_bayesb_1,bayesb/equicorrgauss_3_bayesb_1,NA,coef_mse/equicorrgauss_3_bayesb_1_coef_mse_1
1,equicorrgauss,10,equicorrgauss/equicorrgauss_4,0.6,0.8,equicorrgauss/equicorrgauss_4,"(50,200)",bayesb,bayesb/equicorrgauss_4_bayesb_1,bayesb/equicorrgauss_4_bayesb_1,NA,coef_mse/equicorrgauss_4_bayesb_1_coef_mse_1
2,equicorrgauss,1,equicorrgauss/equicorrgauss_5,0.6,0.8,equicorrgauss/equicorrgauss_5,"(50,200)",bayesb,bayesb/equicorrgauss_5_bayesb_1,bayesb/equicorrgauss_5_bayesb_1,NA,coef_mse/equicorrgauss_5_bayesb_1_coef_mse_1
2,equicorrgauss,2,equicorrgauss/equicorrgauss_6,0.6,0.8,equicorrgauss/equicorrgauss_6,"(50,200)",bayesb,bayesb/equicorrgauss_6_bayesb_1,bayesb/equicorrgauss_6_bayesb_1,NA,coef_mse/equicorrgauss_6_bayesb_1_coef_mse_1
2,equicorrgauss,5,equicorrgauss/equicorrgauss_7,0.6,0.8,equicorrgauss/equicorrgauss_7,"(50,200)",bayesb,bayesb/equicorrgauss_7_bayesb_1,bayesb/equicorrgauss_7_bayesb_1,NA,coef_mse/equicorrgauss_7_bayesb_1_coef_mse_1
2,equicorrgauss,10,equicorrgauss/equicorrgauss_8,0.6,0.8,equicorrgauss/equicorrgauss_8,"(50,200)",bayesb,bayesb/equicorrgauss_8_bayesb_1,bayesb/equicorrgauss_8_bayesb_1,NA,coef_mse/equicorrgauss_8_bayesb_1_coef_mse_1
1,equicorrgauss,1,equicorrgauss/equicorrgauss_1,0.6,0.8,equicorrgauss/equicorrgauss_1,"(50,200)",mr_ash,mr_ash/equicorrgauss_1_mr_ash_1,mr_ash/equicorrgauss_1_mr_ash_1,mse/equicorrgauss_1_mr_ash_1_predict_linear_1_mse_1,NA
1,equicorrgauss,2,equicorrgauss/equicorrgauss_2,0.6,0.8,equicorrgauss/equicorrgauss_2,"(50,200)",mr_ash,mr_ash/equicorrgauss_2_mr_ash_1,mr_ash/equicorrgauss_2_mr_ash_1,mse/equicorrgauss_2_mr_ash_1_predict_linear_1_mse_1,NA
1,equicorrgauss,5,equicorrgauss/equicorrgauss_3,0.6,0.8,equicorrgauss/equicorrgauss_3,"(50,200)",mr_ash,mr_ash/equicorrgauss_3_mr_ash_1,mr_ash/equicorrgauss_3_mr_ash_1,mse/equicorrgauss_3_mr_ash_1_predict_linear_1_mse_1,NA
1,equicorrgauss,10,equicorrgauss/equicorrgauss_4,0.6,0.8,equicorrgauss/equicorrgauss_4,"(50,200)",mr_ash,mr_ash/equicorrgauss_4_mr_ash_1,mr_ash/equicorrgauss_4_mr_ash_1,mse/equicorrgauss_4_mr_ash_1_predict_linear_1_mse_1,NA
2,equicorrgauss,1,equicorrgauss/equicorrgauss_5,0.6,0.8,equicorrgauss/equicorrgauss_5,"(50,200)",mr_ash,mr_ash/equicorrgauss_5_mr_ash_1,mr_ash/equicorrgauss_5_mr_ash_1,mse/equicorrgauss_5_mr_ash_1_predict_linear_1_mse_1,NA
2,equicorrgauss,2,equicorrgauss/equicorrgauss_6,0.6,0.8,equicorrgauss/equicorrgauss_6,"(50,200)",mr_ash,mr_ash/equicorrgauss_6_mr_ash_1,mr_ash/equicorrgauss_6_mr_ash_1,mse/equicorrgauss_6_mr_ash_1_predict_linear_1_mse_1,NA
2,equicorrgauss,5,equicorrgauss/equicorrgauss_7,0.6,0.8,equicorrgauss/equicorrgauss_7,"(50,200)",mr_ash,mr_ash/equicorrgauss_7_mr_ash_1,mr_ash/equicorrgauss_7_mr_ash_1,mse/equicorrgauss_7_mr_ash_1_predict_linear_1_mse_1,NA
2,equicorrgauss,10,equicorrgauss/equicorrgauss_8,0.6,0.8,equicorrgauss/equicorrgauss_8,"(50,200)",mr_ash,mr_ash/equicorrgauss_8_mr_ash_1,mr_ash/equicorrgauss_8_mr_ash_1,mse/equicorrgauss_8_mr_ash_1_predict_linear_1_mse_1,NA
1,equicorrgauss,1,equicorrgauss/equicorrgauss_1,0.6,0.8,equicorrgauss/equicorrgauss_1,"(50,200)",mr_ash,mr_ash/equicorrgauss_1_mr_ash_1,mr_ash/equicorrgauss_1_mr_ash_1,NA,coef_mse/equicorrgauss_1_mr_ash_1_coef_mse_1
1,equicorrgauss,2,equicorrgauss/equicorrgauss_2,0.6,0.8,equicorrgauss/equicorrgauss_2,"(50,200)",mr_ash,mr_ash/equicorrgauss_2_mr_ash_1,mr_ash/equicorrgauss_2_mr_ash_1,NA,coef_mse/equicorrgauss_2_mr_ash_1_coef_mse_1
1,equicorrgauss,5,equicorrgauss/equicorrgauss_3,0.6,0.8,equicorrgauss/equicorrgauss_3,"(50,200)",mr_ash,mr_ash/equicorrgauss_3_mr_ash_1,mr_ash/equicorrgauss_3_mr_ash_1,NA,coef_mse/equicorrgauss_3_mr_ash_1_coef_mse_1
1,equicorrgauss,10,equicorrgauss/equicorrgauss_4,0.6,0.8,equicorrgauss/equicorrgauss_4,"(50,200)",mr_ash,mr_ash/equicorrgauss_4_mr_ash_1,mr_ash/equicorrgauss_4_mr_ash_1,NA,coef_mse/equicorrgauss_4_mr_ash_1_coef_mse_1
2,equicorrgauss,1,equicorrgauss/equicorrgauss_5,0.6,0.8,equicorrgauss/equicorrgauss_5,"(50,200)",mr_ash,mr_ash/equicorrgauss_5_mr_ash_1,mr_ash/equicorrgauss_5_mr_ash_1,NA,coef_mse/equicorrgauss_5_mr_ash_1_coef_mse_1
2,equicorrgauss,2,equicorrgauss/equicorrgauss_6,0.6,0.8,equicorrgauss/equicorrgauss_6,"(50,200)",mr_ash,mr_ash/equicorrgauss_6_mr_ash_1,mr_ash/equicorrgauss_6_mr_ash_1,NA,coef_mse/equicorrgauss_6_mr_ash_1_coef_mse_1
